price,reviews_per_month,accommodates,bathrooms,bedrooms,beds,property_type,room_type,neighbourhood,minimum_nights
175,4.68,3,1.5,1,1,Other,Entire home/apt,Jamaica Plain,1
390,4.72,4,1,2,2,Other,Entire home/apt,Beacon Hill,3
99,3.88,3,1,0,1,Apartment,Entire home/apt,Back Bay,2
175,1.54,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
250,1.89,6,1,3,3,Apartment,Entire home/apt,Back Bay,91
200,1.39,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
200,1.32,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
200,1.29,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
200,1.79,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
36,0.05,1,1.5,1,1,Apartment,Private room,Roxbury,91
62,1.05,2,1,1,1,Apartment,Private room,Roslindale,91
275,3.39,6,1,3,3,Apartment,Entire home/apt,North End,2
350,0.33,6,2,3,3,Apartment,Entire home/apt,Roxbury,2
160,3.55,2,1,1,1,Apartment,Entire home/apt,Bay Village,2
100,4.49,3,1,1,3,House,Private room,Dorchester,1
149,1.46,4,1,0,2,Other,Entire home/apt,East Boston,3
178,4.75,7,2,3,3,Apartment,Entire home/apt,Bay Village,1
135,2.42,3,1,0,2,Apartment,Entire home/apt,Dorchester,91
105,1.15,2,1,1,1,Apartment,Entire home/apt,Downtown,30
105,0.69,2,1,0,1,Apartment,Entire home/apt,Downtown,30
105,0.87,2,1,0,1,Apartment,Entire home/apt,Downtown,30
105,0.42,2,1,1,1,Apartment,Entire home/apt,Downtown,30
43,2.07,1,1,1,0,House,Private room,Dorchester,3
105,1.37,2,1,0,1,Apartment,Entire home/apt,Downtown,30
65,0.14,1,2,1,1,House,Private room,Roxbury,91
105,0.59,2,1,0,1,Apartment,Entire home/apt,Downtown,30
90,3.63,2,1,1,1,House,Private room,South Boston,2
105,0.56,2,1,0,1,Apartment,Entire home/apt,Downtown,30
105,1.01,2,1,0,1,Apartment,Entire home/apt,Downtown,30
105,1.2,2,1,0,1,Apartment,Entire home/apt,Downtown,30
500,2.64,8,2.5,4,5,Apartment,Entire home/apt,Back Bay,2
155,2.63,3,1,1,1,Apartment,Entire home/apt,East Boston,1
104,1.6,4,2,2,2,Apartment,Entire home/apt,Downtown,30
105,1.86,3,1,1,2,Apartment,Entire home/apt,Downtown,30
105,1.2,2,1,0,1,Apartment,Entire home/apt,Downtown,30
85,0.9,2,2,1,1,Apartment,Private room,Allston,91
400,2.29,8,1,3,4,Apartment,Entire home/apt,Back Bay,91
50,4.75,2,1,1,1,House,Private room,Jamaica Plain,2
105,0.93,2,1,0,1,Apartment,Entire home/apt,Downtown,30
36,0.12,1,1.5,1,1,Apartment,Private room,Roxbury,91
105,1.88,2,1,0,1,Apartment,Entire home/apt,Downtown,30
130,4.49,3,1,1,2,Apartment,Entire home/apt,North End,1
85,0.16,2,1,1,1,Other,Private room,Brighton,91
265,0.28,2,1,1,1,Other,Entire home/apt,Charlestown,2
80,2.91,2,1,1,1,Other,Private room,North End,1
315,7.08,2,1,0,0,Apartment,Entire home/apt,Back Bay,28
200,5.54,3,1,1,1,Other,Entire home/apt,South End,91
75,4.21,2,1,1,1,House,Private room,Dorchester,1
190,0.3,1,1,1,1,House,Private room,Charlestown,3
129,0.99,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
129,2.02,4,3,2,2,Apartment,Entire home/apt,Downtown,30
92,7.87,2,1,1,1,Other,Private room,Mission Hill,1
111,8.58,4,1,1,3,Apartment,Entire home/apt,Allston,1
249,3.1,2,1,0,1,Apartment,Entire home/apt,Back Bay,3
275,2.38,6,1,3,3,Apartment,Entire home/apt,Back Bay,91
249,3.44,2,1,0,1,Apartment,Entire home/apt,Back Bay,3
107,3.62,3,1,1,2,Apartment,Entire home/apt,North End,1
195,3.82,8,1,3,5,House,Entire home/apt,Roslindale,2
100,2.68,4,1,1,2,Apartment,Entire home/apt,Chinatown,30
353,3.68,8,1,4,4,Apartment,Entire home/apt,Bay Village,2
279,0.9,2,1,1,1,Other,Entire home/apt,South Boston,2
44,0.19,1,1,1,1,Apartment,Private room,Hyde Park,91
44,0.3,1,1,1,1,Apartment,Private room,Hyde Park,91
120,3.34,6,2,3,3,Apartment,Entire home/apt,Dorchester,3
169,2.55,4,1,1,1,Apartment,Entire home/apt,Beacon Hill,28
75,0.29,2,1,1,1,Apartment,Private room,Dorchester,91
54,0.12,2,1,1,1,Apartment,Private room,Fenway,91
160,2.51,2,1,1,1,Apartment,Entire home/apt,Downtown,91
350,0.79,4,1.5,1,1,Other,Entire home/apt,Back Bay,30
100,4.83,3,1,2,2,Other,Entire home/apt,Dorchester,2
299,0.67,3,1,1,1,Apartment,Entire home/apt,Fenway,9
75,2.05,4,1,1,2,Apartment,Entire home/apt,South End,91
180,1.2,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,5
300,3.48,6,1.5,3,3,Apartment,Entire home/apt,North End,2
80,2.5,3,1,2,2,House,Private room,Dorchester,3
37,0.8,3,1,1,2,House,Private room,Roslindale,1
149,3.77,4,2,2,2,Apartment,Entire home/apt,Roxbury,2
188,3.28,14,2.5,4,6,Other,Entire home/apt,Allston,1
200,1.34,2,1,1,1,Apartment,Entire home/apt,Charlestown,91
152,0.08,3,1,0,2,Apartment,Entire home/apt,Back Bay,91
162,2.89,4,1,2,2,Other,Entire home/apt,Dorchester,2
289,1.82,8,1.5,2,5,Other,Entire home/apt,Allston,91
124,3.04,5,1,2,3,House,Entire home/apt,Hyde Park,1
292,0.81,10,2,3,5,House,Entire home/apt,North End,91
265,0.48,6,2,3,3,Other,Entire home/apt,North End,91
211,0.28,6,1,2,3,House,Entire home/apt,North End,91
40,0.14,1,1,1,1,House,Private room,Allston,91
54,1.37,2,1,1,1,Apartment,Private room,Charlestown,1
85,2.35,2,1,2,2,Other,Entire home/apt,Dorchester,28
105,1.2,5,1,2,3,Apartment,Entire home/apt,Roslindale,1
140,0.15,2,1,1,1,Apartment,Entire home/apt,Back Bay,91
110,0.53,1,1,1,1,Apartment,Entire home/apt,South Boston,91
80,2.76,2,1,1,1,Apartment,Private room,South End,91
165,2.54,2,1,0,1,Other,Entire home/apt,Back Bay,91
175,0.4,3,1,1,2,Other,Entire home/apt,West End,28
104,3.6,4,1,2,2,Apartment,Private room,Charlestown,1
89,0.17,6,1,1,3,Apartment,Entire home/apt,Hyde Park,91
99,2.47,3,1,1,1,Apartment,Entire home/apt,Beacon Hill,28
73,1.1,2,1,1,1,Other,Private room,Roxbury,6
104,0.92,4,1,1,4,Other,Entire home/apt,Beacon Hill,28
55,2.12,2,2,1,2,Apartment,Private room,Dorchester,28
250,2.21,1,1,1,1,Other,Entire home/apt,South Boston,91
60,0.13,1,1,1,1,Apartment,Private room,Dorchester,30
250,3.46,3,1,0,2,Other,Entire home/apt,Back Bay,31
85,0.05,3,1,2,1,Apartment,Entire home/apt,Brighton,91
55,0.08,2,1,1,1,Apartment,Private room,Charlestown,1
105,1.38,2,1,0,1,Apartment,Entire home/apt,Downtown,30
41,3.95,2,3,1,1,House,Private room,Brighton,1
38,0.03,1,1,1,1,Apartment,Private room,Allston,91
56,1.21,2,1,1,1,Apartment,Private room,Charlestown,1
99,2.08,2,1,1,1,Apartment,Private room,Dorchester,2
154,6.9,6,1.5,2,3,Apartment,Entire home/apt,South End,7
36,0.08,1,1.5,1,1,Apartment,Private room,Roxbury,91
42,2.49,2,3,1,1,House,Private room,Brighton,1
120,2.29,2,1,1,2,Apartment,Entire home/apt,Dorchester,3
70,1.39,2,1,1,1,Apartment,Private room,Roxbury,2
61,0.16,2,1,1,1,Apartment,Private room,Charlestown,1
199,4.54,3,1,1,1,Apartment,Entire home/apt,Beacon Hill,2
51,1.14,1,2,1,1,Apartment,Private room,Dorchester,28
198,2,5,1,2,3,Apartment,Entire home/apt,South End,28
200,0.93,6,1,2,4,Apartment,Entire home/apt,Jamaica Plain,3
200,0.31,6,2.5,3,3,Other,Entire home/apt,Jamaica Plain,14
149,3.62,4,1,2,2,House,Entire home/apt,Brighton,1
89,0.8,2,1.5,1,1,Apartment,Private room,South End,91
200,0.51,6,1,2,6,Apartment,Entire home/apt,Roslindale,2
375,1.15,4,2,1,2,Apartment,Entire home/apt,South Boston,2
25,1.19,2,3,1,0,House,Private room,Brighton,1
250,0.13,4,1,1,3,Apartment,Entire home/apt,Beacon Hill,91
289,1.63,4,1,1,2,Apartment,Entire home/apt,Jamaica Plain,1
50,0.13,1,1.5,1,1,Other,Private room,West Roxbury,91
189,0.08,2,1,1,2,Other,Entire home/apt,Downtown,91
195,3.59,4,1,2,2,Apartment,Entire home/apt,Roxbury,2
69,0.63,3,1,1,2,Apartment,Private room,Roslindale,1
205,0.24,3,1,1,2,Other,Entire home/apt,Fenway,91
75,0.14,2,1,1,1,Apartment,Private room,Dorchester,91
216,2.22,14,2,3,7,House,Entire home/apt,Dorchester,2
150,0.14,2,1,1,1,Apartment,Entire home/apt,Back Bay,91
36,0.08,1,1.5,1,1,Apartment,Private room,Roxbury,91
28,0.12,1,1,1,1,Apartment,Private room,Dorchester,30
30,0.29,1,1,1,0,Apartment,Private room,Dorchester,30
475,1.78,8,2.5,2,4,Apartment,Entire home/apt,South End,3
225,1.15,5,1,3,5,Apartment,Entire home/apt,Jamaica Plain,2
175,4.4,4,1,1,2,Apartment,Entire home/apt,South End,2
65,3.23,1,1,1,1,House,Private room,Dorchester,2
67,1.05,3,2,1,1,House,Private room,Dorchester,3
185,2.36,2,1,0,1,Apartment,Entire home/apt,Downtown,10
160,2.39,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,10
200,1.99,16,2,5,11,Other,Entire home/apt,Roslindale,91
41,2.92,2,3,1,1,House,Private room,Brighton,1
38,0.05,1,1,1,1,House,Private room,Roxbury,91
500,0.96,6,2,3,3,Apartment,Entire home/apt,South Boston,2
63,2.1,2,1.5,1,1,House,Private room,Jamaica Plain,1
132,0.06,2,1,0,1,Apartment,Entire home/apt,South Boston,29
85,4.92,2,1,1,2,House,Private room,Dorchester,1
165,4,4,1,1,3,Apartment,Entire home/apt,Jamaica Plain,1
285,4.36,2,1,1,1,Apartment,Entire home/apt,South End,3
225,5.53,7,1,3,3,Apartment,Entire home/apt,Mission Hill,2
65,0.36,1,1,1,1,Apartment,Private room,Dorchester,91
61,2.06,4,2,1,2,House,Private room,Dorchester,2
135,3.15,5,1,1,1,Apartment,Entire home/apt,South Boston,91
325,3.9,5,1,2,3,Apartment,Entire home/apt,Chinatown,3
325,3.23,5,1,2,3,Apartment,Entire home/apt,Chinatown,3
150,5.48,3,1,1,2,Apartment,Entire home/apt,Chinatown,28
350,5.16,6,1,2,3,Apartment,Entire home/apt,South End,2
200,3.75,3,1,1,2,Apartment,Entire home/apt,Chinatown,28
85,3.29,7,1,4,6,Apartment,Entire home/apt,Dorchester,2
170,0.49,4,1,2,2,Other,Entire home/apt,South End,28
250,4.05,4,1,1,2,Apartment,Entire home/apt,South End,1
42,3.14,4,2.5,1,1,House,Private room,Dorchester,3
54,0.13,1,1,1,1,Apartment,Private room,Charlestown,1
30,0.24,1,1,1,1,Apartment,Private room,Dorchester,30
217,0.03,3,1,1,2,Other,Entire home/apt,West End,91
100,0.38,2,1,1,2,Other,Entire home/apt,North End,91
75,2.18,1,1,1,1,House,Private room,Dorchester,2
67,2.78,4,1,1,1,House,Private room,Allston,2
399,4.32,8,2.5,3,5,House,Entire home/apt,South Boston,1
32,0.13,1,1,1,1,Apartment,Private room,Dorchester,30
80,2.03,2,1,1,1,Apartment,Private room,Mission Hill,32
139,2.67,4,1,1,3,Apartment,Entire home/apt,Roxbury,91
50,0.75,2,2,1,4,Apartment,Private room,Dorchester,91
44,3.24,2,1,1,1,Apartment,Private room,Roxbury,1
49,11.35,2,2,1,1,House,Private room,East Boston,10
300,0.03,4,1,2,3,Apartment,Entire home/apt,South End,91
59,3.01,2,1.5,1,1,House,Private room,Brighton,1
205,0.05,3,1,1,2,Other,Entire home/apt,Fenway,91
39,0.06,1,2.5,1,1,Other,Private room,Dorchester,91
150,4.36,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
349,3.38,7,3,3,3,Apartment,Entire home/apt,South Boston,2
75,0.6,1,1,1,1,Other,Private room,Allston,91
90,4.12,5,1,1,2,House,Private room,Dorchester,1
195,2.04,4,1,2,2,Apartment,Entire home/apt,Dorchester,32
210,1.28,2,1,1,2,Other,Private room,Brighton,91
105,0.15,4,1,1,2,Apartment,Entire home/apt,Brighton,91
100,6.26,2,1,1,2,Other,Private room,Chinatown,91
77,0.89,2,1,1,1,Apartment,Entire home/apt,South Boston,30
87,0.97,2,1,1,1,Apartment,Entire home/apt,South Boston,30
50,1.88,2,1,1,1,House,Private room,Roslindale,2
55,2.12,2,1,1,1,Other,Private room,Brighton,1
87,1,2,1,1,1,Apartment,Entire home/apt,South Boston,30
77,2.01,2,1,1,1,Apartment,Entire home/apt,South Boston Waterfront,30
90,1.33,2,1,1,1,Apartment,Entire home/apt,South Boston Waterfront,30
84,0.97,2,1,1,1,Apartment,Entire home/apt,South Boston,30
249,1.02,2,1,1,1,Other,Entire home/apt,South End,3
36,0.03,1,1,1,1,Apartment,Private room,Roxbury,91
90,0.34,2,1,1,1,Other,Private room,Jamaica Plain,91
125,1.1,4,1,2,2,House,Entire home/apt,Roslindale,3
49,11.81,2,2,1,1,House,Private room,East Boston,10
49,10.27,2,2,1,1,House,Private room,East Boston,10
49,10.94,2,2,1,1,House,Private room,East Boston,10
144,3.17,2,1,0,1,Apartment,Entire home/apt,Back Bay,2
113,2.48,3,1,1,1,House,Private room,Dorchester,2
299,0.13,5,2,2,2,Apartment,Entire home/apt,Chinatown,9
353,4.29,8,2,2,4,Other,Entire home/apt,Downtown,91
96,2.15,3,2,1,1,House,Private room,Dorchester,1
249,0.12,3,1,1,2,Apartment,Entire home/apt,Fenway,91
150,6.47,2,1,1,2,Other,Entire home/apt,East Boston,2
104,1.33,4,2,2,2,Apartment,Entire home/apt,South Boston,30
90,0.99,2,1,1,1,Apartment,Entire home/apt,South Boston,30
102,0.45,2,1,1,1,Apartment,Entire home/apt,South Boston,30
499,0.05,5,2,2,3,Apartment,Entire home/apt,Fenway,91
143,3.8,3,1,1,2,Apartment,Entire home/apt,Beacon Hill,1
225,0.38,5,2.5,3,3,House,Entire home/apt,Roslindale,3
143,0.06,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
87,1.39,2,1,1,1,Apartment,Entire home/apt,South Boston,30
87,1.04,2,1,1,1,Apartment,Entire home/apt,South Boston,30
104,0.8,4,2,2,2,Apartment,Entire home/apt,South Boston,30
52,10.74,2,1.5,1,1,House,Private room,Dorchester,1
110,0.09,2,1.5,1,1,Apartment,Private room,Dorchester,91
50,0.11,1,1,1,1,House,Private room,East Boston,91
150,0.17,4,1,1,1,Apartment,Entire home/apt,South End,91
104,1.66,4,2,2,2,Apartment,Entire home/apt,South Boston,30
180,0.54,8,1,2,3,Apartment,Entire home/apt,Jamaica Plain,91
60,1.25,2,1,1,1,Apartment,Private room,Dorchester,1
90,1.81,2,1,1,1,Apartment,Entire home/apt,South Boston,30
250,0.09,5,1,2,3,Other,Entire home/apt,South Boston,91
199,1.32,5,1,2,3,Apartment,Entire home/apt,Beacon Hill,28
75,1.32,3,2,1,4,Apartment,Private room,Dorchester,91
200,0.26,8,2,4,6,Apartment,Entire home/apt,Dorchester,28
99,0.06,4,1,1,2,Apartment,Entire home/apt,Brighton,91
75,5.26,2,2,1,1,House,Private room,Roxbury,1
130,3.79,2,1,0,2,Apartment,Entire home/apt,Allston,1
75,5.29,2,2,1,1,House,Private room,Roxbury,1
75,3.93,2,2,1,2,House,Private room,Roxbury,1
55,1.55,3,1,1,2,Apartment,Private room,Roslindale,2
46,1,2,2,1,1,Apartment,Private room,Dorchester,28
125,10.18,2,1,1,1,Apartment,Entire home/apt,East Boston,1
55,3.83,3,1,1,2,House,Private room,Dorchester,1
55,3.63,4,1,1,2,House,Private room,Dorchester,1
60,2.09,2,1,1,2,Apartment,Private room,Dorchester,1
125,8,5,1,3,3,Apartment,Entire home/apt,East Boston,28
85,1.08,2,1,1,2,House,Private room,Chinatown,91
140,9.78,2,1,1,1,Other,Entire home/apt,Jamaica Plain,1
55,2.88,2,1,1,1,Other,Private room,Brighton,1
60,0.75,2,1,1,1,Other,Private room,Brighton,1
51,1.62,2,1,1,1,Apartment,Private room,Brighton,1
45,0.24,1,2,1,1,Other,Private room,Roxbury,91
75,3.52,2,2,1,2,House,Private room,Roxbury,1
75,4.24,2,2,1,1,House,Private room,Roxbury,1
58,1.48,2,1,1,1,Apartment,Private room,Dorchester,91
85,1.58,3,1,0,1,Apartment,Entire home/apt,Beacon Hill,10
145,6.32,6,1,3,4,Apartment,Entire home/apt,East Boston,1
52,1.22,2,2,1,1,Apartment,Private room,Dorchester,28
60,0.77,2,1,1,1,Apartment,Private room,Allston,91
85,0.09,5,1,2,2,Apartment,Entire home/apt,South End,91
65,2.66,2,1,1,1,Apartment,Private room,Jamaica Plain,91
70,2.74,3,2,1,1,House,Private room,Dorchester,1
99,2,6,1.5,2,2,Apartment,Entire home/apt,Beacon Hill,28
46,0.52,2,2,1,1,House,Private room,Dorchester,2
200,1.96,4,1,1,1,Apartment,Entire home/apt,Back Bay,2
200,1.63,4,1,1,1,Apartment,Entire home/apt,Back Bay,2
200,1.39,4,1,1,1,Apartment,Entire home/apt,Back Bay,2
100,0.81,2,1,1,0,Apartment,Private room,Jamaica Plain,91
300,1.74,4,1,1,2,Apartment,Entire home/apt,Back Bay,2
200,2.03,4,1,1,1,Other,Entire home/apt,South Boston,2
200,2.6,4,1,1,1,Apartment,Entire home/apt,Back Bay,2
300,0.27,9,2,3,5,Other,Entire home/apt,East Boston,2
200,2.26,4,1,1,1,Other,Entire home/apt,South Boston,2
200,1.41,4,1,1,1,Other,Entire home/apt,South Boston,31
450,0.29,8,3.5,4,5,House,Entire home/apt,Jamaica Plain,3
58,4.11,3,1,1,1,House,Private room,Dorchester,1
95,2.99,2,1,1,1,House,Private room,Jamaica Plain,1
60,3.48,2,1,1,1,House,Private room,Dorchester,1
95,2.97,2,1.5,1,1,House,Private room,Jamaica Plain,1
155,2.43,3,1.5,1,2,House,Private room,Jamaica Plain,1
250,0.58,6,2,2,3,Apartment,Entire home/apt,South Boston,91
62,9.76,2,1.5,1,1,House,Private room,Dorchester,1
63,1.09,4,2,1,2,House,Private room,Dorchester,2
200,1.76,4,1,1,1,Apartment,Entire home/apt,Roxbury,91
49,2.83,4,1,2,1,Other,Private room,Dorchester,1
92,1.15,5,2,1,2,House,Private room,Dorchester,2
325,1.26,6,1,1,4,Other,Entire home/apt,Charlestown,2
250,0.49,5,1,2,2,Apartment,Entire home/apt,Fenway,91
180,0.14,4,1,2,1,Other,Entire home/apt,Jamaica Plain,91
36,0.06,1,1,1,1,Apartment,Private room,Roxbury,91
280,5.44,10,1,3,9,Apartment,Entire home/apt,East Boston,1
50,0.04,1,1,1,1,Apartment,Private room,East Boston,91
156,2.95,5,1,2,3,Apartment,Entire home/apt,South End,1
93,0.26,2,1,1,1,Apartment,Private room,Back Bay,180
45,0.91,1,2.5,1,1,House,Private room,West Roxbury,2
86,2.16,3,1,1,1,Apartment,Entire home/apt,Roslindale,30
250,1.51,4,1,1,1,Other,Entire home/apt,Beacon Hill,2
250,1.8,4,1,1,1,Apartment,Entire home/apt,Beacon Hill,2
225,1.95,4,1,1,1,Apartment,Entire home/apt,Beacon Hill,2
220,1.88,4,1,1,1,Apartment,Entire home/apt,Beacon Hill,2
200,1.49,2,1,1,1,Other,Entire home/apt,Beacon Hill,2
200,0.86,2,1,1,1,Other,Entire home/apt,Beacon Hill,2
200,1.63,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,2
200,0.83,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,2
225,0.54,8,1,3,7,Apartment,Entire home/apt,East Boston,4
99,11.7,4,1,1,1,Apartment,Private room,East Boston,1
31,0.73,1,0.5,1,1,House,Private room,Roslindale,30
75,0.41,2,1,1,1,Apartment,Entire home/apt,Jamaica Plain,91
249,2.47,2,1,1,1,Apartment,Entire home/apt,Back Bay,2
150,0.03,2,1,1,1,Apartment,Entire home/apt,Allston,91
99,1.11,4,1,1,3,Apartment,Entire home/apt,Roxbury,91
123,0.29,5,1,2,2,Apartment,Entire home/apt,Fenway,91
100,4.46,3,1,1,1,Apartment,Entire home/apt,Downtown,2
100,1.52,4,1,1,2,House,Private room,Mission Hill,2
45,0.68,1,2.5,1,1,House,Private room,West Roxbury,2
104,2.9,5,1,2,3,Apartment,Entire home/apt,Dorchester,28
79,0.16,2,1,1,1,Apartment,Private room,Dorchester,91
48,2.88,2,2,1,2,House,Private room,Mattapan,1
165,1.54,4,1,2,2,Apartment,Entire home/apt,Downtown,30
257,1.74,8,2,4,4,Apartment,Entire home/apt,Downtown,30
227,1.74,6,2,3,3,Apartment,Entire home/apt,Downtown,30
100,3.38,3,1,0,2,Apartment,Entire home/apt,Fenway,91
225,0.94,6,2,3,3,Apartment,Entire home/apt,Downtown,30
160,1.46,5,1,2,3,Apartment,Entire home/apt,Downtown,30
60,1.69,2,1,1,1,Apartment,Private room,Brighton,1
80,0.18,2,1,0,2,Other,Entire home/apt,Jamaica Plain,2
70,0.7,1,1,1,1,Apartment,Private room,Mission Hill,5
229,1.93,6,2,3,3,Apartment,Entire home/apt,Downtown,30
200,5.56,4,1,1,2,Apartment,Entire home/apt,Fenway,28
165,1.09,4,1,2,2,Apartment,Entire home/apt,Downtown,30
260,2.03,8,2,4,4,Apartment,Entire home/apt,Downtown,30
185,2.78,2,1,0,1,Other,Entire home/apt,Fenway,30
250,2.92,4,1,2,2,Apartment,Entire home/apt,Charlestown,2
99,1.17,2,1,1,1,Apartment,Private room,Dorchester,2
79,9.46,4,1,2,3,Apartment,Entire home/apt,Roxbury,1
100,6.73,4,1,2,3,Other,Entire home/apt,East Boston,1
230,1.37,6,2,3,3,Apartment,Entire home/apt,Downtown,30
140,0.71,4,1,2,2,Apartment,Entire home/apt,Downtown,30
160,0.74,4,1,2,2,Apartment,Entire home/apt,Downtown,30
140,0.79,4,1,2,2,Apartment,Entire home/apt,Downtown,30
59,8.24,2,1,1,2,Apartment,Private room,East Boston,1
130,4.28,2,1,1,2,Apartment,Entire home/apt,Charlestown,5
90,0.63,3,1,1,2,Apartment,Entire home/apt,Charlestown,91
400,2.3,6,1,3,3,Apartment,Entire home/apt,Back Bay,91
165,1.26,4,1,2,2,Apartment,Entire home/apt,Downtown,30
259,1.36,8,2,4,4,Apartment,Entire home/apt,Downtown,30
160,1.97,4,1,2,2,Apartment,Entire home/apt,Downtown,30
140,0.97,4,1,2,2,Apartment,Entire home/apt,Downtown,30
50,1.14,1,2,1,1,Apartment,Private room,Dorchester,28
44,0.77,2,2,1,1,Apartment,Private room,Dorchester,28
35,2.23,2,1,1,1,House,Private room,Mattapan,1
200,0.22,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
55,0.77,2,2,1,1,Apartment,Private room,Dorchester,28
135,1.13,3,1,1,2,Apartment,Entire home/apt,West End,9
129,0.09,3,1,1,2,Apartment,Entire home/apt,West End,9
60,0.09,2,1,1,1,Apartment,Private room,Allston,28
170,1.12,4,2,2,2,Other,Entire home/apt,Roslindale,2
425,3.25,8,2,4,4,Apartment,Entire home/apt,Roxbury,3
140,0.77,3,1,0,1,Apartment,Entire home/apt,South End,91
230,0.93,2,1,0,2,Apartment,Entire home/apt,Fenway,32
85,1.19,2,1,1,1,House,Private room,Jamaica Plain,1
100,1.16,2,1,1,1,Other,Private room,East Boston,1
175,2.92,4,1,2,2,Apartment,Entire home/apt,Back Bay,2
30,3.03,2,2,1,1,House,Private room,Mattapan,1
75,2.53,2,1,1,1,Other,Entire home/apt,East Boston,31
90,5.75,1,1,1,1,Other,Private room,Beacon Hill,10
147,0.39,5,1,2,4,Apartment,Entire home/apt,Roslindale,1
293,0.06,3,1,1,2,Other,Entire home/apt,West End,91
195,4.62,3,1,1,1,Apartment,Entire home/apt,North End,2
298,1.54,2,1,1,1,Other,Entire home/apt,South End,2
165,1.2,6,1,3,3,Apartment,Entire home/apt,Dorchester,2
182,4.33,4,1,1,1,Apartment,Entire home/apt,South End,2
160,0.51,5,1,1,3,Other,Private room,East Boston,2
60,0.94,2,2,1,2,Apartment,Private room,Dorchester,28
140,8.27,2,1,0,0,Apartment,Entire home/apt,North End,1
0,3.09,3,2,1,1,House,Private room,Dorchester,1
269,0.09,4,1,2,2,Apartment,Entire home/apt,Mission Hill,9
319,0.21,7,2,3,4,Apartment,Entire home/apt,Mission Hill,9
55,0.89,1,1,1,1,Other,Private room,Jamaica Plain,3
125,2.78,4,1,1,2,Apartment,Private room,South Boston,1
65,0.34,2,1,1,1,Apartment,Private room,Brighton,91
95,3.67,2,1,1,1,House,Private room,South Boston,1
42,3.48,2,2.5,1,1,House,Private room,Dorchester,3
50,3.89,4,2.5,1,1,House,Private room,Dorchester,3
40,3.66,4,2.5,1,1,House,Private room,Dorchester,3
275,4.03,6,1,3,3,Other,Entire home/apt,South End,1
35,0.12,1,3,1,1,Apartment,Private room,Roxbury,91
55,0.62,2,1,1,1,House,Private room,Hyde Park,91
52,1.67,2,1,1,1,Apartment,Private room,Jamaica Plain,91
125,0.16,2,1,1,1,Apartment,Entire home/apt,Allston,91
110,2.44,5,1.5,2,2,Apartment,Entire home/apt,Dorchester,1
44,4.5,2,1,1,2,House,Private room,East Boston,1
40,2.65,1,1.5,1,1,Other,Private room,Brighton,1
110,5.96,2,1,0,1,Apartment,Entire home/apt,Roxbury,1
65,1.13,2,1,1,1,Apartment,Private room,Jamaica Plain,91
65,0.24,2,1,1,1,Apartment,Private room,Brighton,91
50,1.97,2,1.5,1,1,Other,Private room,Downtown,91
280,0.04,4,1,2,2,House,Entire home/apt,Allston,91
65,1.54,2,1,1,1,House,Private room,Jamaica Plain,3
40,1.22,1,1,1,1,House,Private room,Mattapan,1
99,4.48,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
112,1.23,4,2,2,2,Apartment,Entire home/apt,South Boston,30
112,2.04,4,2,2,2,Apartment,Entire home/apt,South Boston,30
69,1.04,2,1,1,1,House,Private room,Roslindale,1
995,3.27,12,2,3,5,House,Entire home/apt,North End,91
500,1.02,16,2,5,8,House,Entire home/apt,Dorchester,2
35,0.26,1,3,1,1,Apartment,Private room,Roxbury,91
60,0.48,1,1,1,1,Other,Private room,Roxbury,91
120,0.24,2,1.5,1,1,Apartment,Private room,Allston,91
750,0.14,6,2,3,4,Other,Entire home/apt,Charlestown,2
90,0.03,1,1,0,1,House,Private room,West Roxbury,91
75,3.08,2,1,1,2,Other,Hotel room,Dorchester,1
85,1.91,4,1,2,2,House,Private room,Allston,2
67,2.5,4,2,1,2,House,Private room,Mattapan,1
55,1.26,2,1,1,1,House,Private room,Hyde Park,2
110,3.01,2,1,0,1,Other,Entire home/apt,Jamaica Plain,2
99,2.92,6,1,2,4,Apartment,Entire home/apt,South Boston,91
80,1.62,1,1,1,1,Apartment,Private room,Mission Hill,4
175,3.46,2,1,0,1,Apartment,Entire home/apt,Fenway,30
200,3.56,4,1,1,1,Apartment,Entire home/apt,Fenway,2
68,0.7,1,1,1,1,Other,Private room,Roxbury,91
240,0.46,6,2.5,3,5,Other,Entire home/apt,Charlestown,91
69,1.85,2,2,1,2,Apartment,Private room,Roxbury,91
49,3.53,2,1,1,1,Apartment,Private room,Roxbury,1
69,1.84,2,2,1,2,Apartment,Private room,Roxbury,91
399,6.47,6,1,3,3,Apartment,Entire home/apt,Brighton,1
60,1.12,2,1,1,1,Apartment,Private room,Dorchester,1
